Etunimi,Lukumäärä
Maria,199618
Helena,125453
Anneli,123449
Johanna,112555
Kaarina,99712
Marjatta,90321
Hannele,86627
Kristiina,74973
Liisa,69806
Emilia,66786
Elina,64486
Tuulikki,59622
Annikki,58747
Sofia,58211
Maarit,57725
Susanna,56856
Leena,49280
Katariina,47775
Anna,46593
Marja,45032
Sinikka,44392
Inkeri,42011
Riitta,39370
Kyllikki,37229
Aino,36113
Tuula,35427
Anne,35120
Päivi,33867
Orvokki,33118
Ritva,32785
Tellervo,32267
Maija,32126
Karoliina,30356
Pirjo,30245
Pauliina,29909
Minna,29703
Sari,29438
Irmeli,29189
Eeva,28268
Tiina,27625
Laura,26883
Eveliina,26877
Marika,26577
Elisabet,26415
Tarja,26345
Pirkko,26025
Satu,25116
Anja,24695
Mari,24429
Hanna,24283
Seija,24103
Heidi,23870
Marita,23809
Eila,23518
Sirpa,23469
Annika,23394
Raija,23226
Jaana,22992
Irene,22954
Sisko,22842
Sanna,22565
Anita,22535
Ilona,22098
Eija,21976
Kirsi,21788
Marianne,21585
Julia,21405
Amanda,21242
Merja,21058
Katriina,20910
Arja,20253
Ulla,20243
Anni,19835
Kaisa,19805
Paula,19794
Marketta,19730
Matilda,19721
Marjaana,19678
Elisabeth,19638
Tuulia,19626
Sirkka,19571
Terttu,19343
Elisa,19098
Linnea,18677
Olivia,18126
Jenni,18026
Aurora,17793
Helmi,17786
Katja,17105
Iida,16827
Heli,16626
Mirjami,16576
Emma,16404
Hilkka,16266
Kirsti,16230
Nina,15916
Mirja,15745
Raili,15707
Anniina,15181
Maaria,15136
Katri,14915
Birgitta,14862
Sara,14412
Kaija,14223
Ida,13923
Suvi,13920
Ella,13632
Marjut,13543
Riikka,13531
Anu,13477
Aleksandra,13280
Tuija,13139
Saara,13068
Kerttu,12591
Alexandra,12552
Lea,12517
Niina,12454
Pia,12351
Aila,12336
Irma,12159
Kristina,11934
Leila,11880
Noora,11761
Marjo,11720
Marja-Leena,11627
Irja,11626
Tanja,11576
Jenna,11563
Henna,11354
Aulikki,11237
Margareta,11187
Veera,11145
Kati,11062
Lotta,10992
Hellevi,10710
Marja-Liisa,10637
Mirjam,10581
Ellen,10416
Elsa,10327
Maritta,10297
Elli,10289
Outi,10210
Anna-Liisa,10089
Milla,9970
Taina,9930
Emmi,9890
Alina,9821
Mervi,9821
Päivikki,9803
Miia,9673
Helinä,9619
Virpi,9527
Erika,9439
Siiri,9348
Jonna,9240
Venla,9211
Sini,9189
Margit,9114
Vilhelmiina,9077
Tiia,8995
Sonja,8916
Aune,8906
Aada,8824
Sanni,8257
Jasmin,8181
Josefiina,8078
Terhi,7981
Vilma,7870
Mia,7845
Maire,7824
Oona,7814
Linda,7712
Mira,7680
Alisa,7525
Roosa,7433
Lilja,7429
Martta,7344
Teija,7328
Nea,7297
Eliisa,7283
Esteri,7271
Essi,7124
Carita,7045
Airi,6976
Hillevi,6962
Piia,6959
Viivi,6917
Christina,6910
Taru,6694
Iiris,6680
Marjukka,6665
Aili,6633
Krista,6589
Petra,6553
Vuokko,6483
Tuuli,6471
Iina,6412
Annukka,6405
Juulia,6404
Marie,6317
Helvi,6258
Viola,6251
Silja,6214
Eva,6192
Mikaela,6133
Inka,6019
Jenny,5979
Henriikka,5966
Salla,5891
Susanne,5796
Erja,5766
Isabella,5757
Onerva,5731
Enni,5722
Pinja,5707
Riina,5696
Aliisa,5686
Camilla,5663
Milja,5648
Katarina,5567
Reetta,5450
Sylvia,5404
Ronja,5258
Alice,5174
Toini,5174
Maija-Liisa,5114
Ester,5068
Lyydia,5059
Eerika,5054
Elvi,4999
Salme,4990
Jessica,4989
Elise,4979
Elena,4976
Anitta,4901
Soile,4857
Meri,4821
Meeri,4772
Eevi,4745
Cecilia,4690
Asta,4669
Minttu,4598
Hilja,4549
Saana,4507
Aira,4469
Talvikki,4459
Lahja,4453
Amalia,4407
Laila,4387
Rauha,4357
Maaret,4321
Auli,4318
Taimi,4302
Sirkka-Liisa,4290
Nelli,4172
Heleena,4128
Kaisu,4128
Irina,4112
Maiju,4107
Janina,4091
Armi,4037
Ada,4017
Pihla,4003
Rauni,3989
Saija,3987
Marina,3934
Eira,3882
Marianna,3882
Elviira,3871
Heini,3848
Minea,3843
Olga,3834
Charlotta,3792
Lumi,3756
Sylvi,3755
Alma,3727
Anette,3709
Karin,3653
Adele,3627
Sirkku,3598
Nella,3587
Hilma,3556
Ingeborg,3481
Matleena,3437
Josefina,3363
Neea,3358
Vappu,3334
Oili,3330
Hilda,3293
Anna-Maija,3289
Eeva-Liisa,3277
Senja,3269
Wilhelmiina,3261
Joanna,3254
Vieno,3246
Hilla,3237
Birgit,3232
Mirva,3211
Jemina,3209
Iris,3171
Eliina,3169
Tytti,3162
Alli,3150
Rosa,3145
Sanelma,3107
Maila,3097
Tyyne,3061
Peppi,3026
Janika,3024
Saimi,3023
Soili,2990
Victoria,2962
Monica,2941
Helmiina,2929
Aava,2908
Saga,2872
Janette,2832
Loviisa,2830
Annina,2812
Fanny,2805
Jutta,2805
Anelma,2797
Mila,2784
Astrid,2774
Linnéa,2756
Natalia,2753
Aini,2694
Isla,2639
Anne-Mari,2610
Tea,2609
Teresa,2599
Janita,2589
Kiia,2577
Piritta,2543
Netta,2537
Regina,2532
Raakel,2523
Sandra,2519
Fanni,2497
Karita,2496
Mirka,2488
Helka,2466
Ingrid,2445
Elma,2435
Mona,2414
Inari,2412
Inga,2394
Eine,2390
Vilja,2388
Daniela,2366
Stella,2357
Nora,2351
Ulla-Maija,2346
Virve,2319
Ulrika,2305
Anna-Maria,2295
Lempi,2294
Vanessa,2284
Saila,2259
Selma,2259
Edith,2258
Senni,2236
Aija,2233
Louise,2233
Gunilla,2222
Lydia,2218
Margaretha,2216
Unelma,2203
Aliina,2200
Annele,2198
Jade,2170
Lilli,2129
Hertta,2091
Melissa,2084
Anastasia,2068
Rita,2065
Mimosa,2059
Christine,2054
Isabel,2054
Heta,2053
Hanne,2046
Wilma,2038
Helli,2012
Tuire,2003
Vera,1997
Taija,1993
Carolina,1988
Erica,1967
Carola,1965
Rebekka,1958
Lilian,1950
Liina,1945
Salli,1938
Reeta,1925
Varpu,1923
Lisa,1915
Helga,1909
Solveig,1909
Minja,1894
Monika,1893
Carina,1890
Heljä,1888
Hellin,1886
Sofie,1882
Melina,1870
Eini,1855
Brita,1849
Elsi,1831
Adalmiina,1826
Reija,1826
Patricia,1809
Riitta-Liisa,1803
Frida,1798
Maisa,1791
Elin,1789
Moona,1784
Karolina,1778
Susan,1754
Inger,1745
Säde,1728
Lena,1723
Mirella,1716
Miina,1707
Henrietta,1704
Charlotte,1703
Mariia,1698
Mette,1697
Janna,1696
Anna-Kaisa,1694
Laina,1679
Kia,1677
Marja-Terttu,1667
Iisa,1665
Kerstin,1661
Viktoria,1656
Tilda,1651
Kaisla,1644
Lyyli,1636
Harriet,1628
Sointu,1625
Marleena,1621
Titta,1603
Vivian,1596
Aura,1595
Amelia,1585
Pirita,1580
Jasmine,1574
Selina,1572
Valpuri,1557
Saima,1541
Helene,1521
Seela,1510
Jasmiina,1507
Raisa,1507
Siviä,1507
Miisa,1506
Tuovi,1504
Taika,1499
Stina,1497
Else,1480
Annette,1479
Rakel,1477
Ingegerd,1467
Ira,1458
Ninni,1455
Wilhelmina,1449
Ursula,1442
Rebecca,1435
Greta,1429
Kiira,1426
Kirsi-Marja,1423
Leea,1417
Mariitta,1417
Elle,1410
Elvira,1410
Veronica,1408
Pilvi,1407
Tia,1401
Martina,1400
Helen,1397
Anna-Mari,1374
Berit,1373
Marja-Riitta,1354
Benita,1352
Kanerva,1342
Terhikki,1338
Justiina,1335
Agneta,1328
Iines,1316
Erin,1313
Yvonne,1311
Eleonoora,1302
Eleonora,1298
Hanna-Leena,1289
Hely,1288
Siru,1285
Diana,1281
Ann-Mari,1279
Barbro,1279
Beatrice,1278
Henni,1273
Hanna-Mari,1266
Mea,1262
Lumia,1257
Mailis,1255
Anna-Leena,1253
Enna,1253
Lovisa,1243
Fredrika,1237
Thi,1234
Henrika,1228
Saaga,1228
Anne-Maria,1225
Magdalena,1222
Maj-Britt,1215
Raila,1213
Janica,1208
Valma,1207
Siv,1206
Kaarin,1203
Evelina,1193
Liisi,1193
Tina,1183
Malin,1182
Juuli,1155
Bertta,1152
Madeleine,1139
Anne-Marie,1133
Ann,1132
Elizabeth,1132
Lina,1132
Sohvi,1128
Iita,1119
Kirsikka,1112
Caroline,1110
Pirkko-Liisa,1110
Sarita,1107
Amelie,1105
Mathilda,1099
Ava,1098
Marjo-Riitta,1091
Miranda,1085
Edit,1084
Inna,1069
Aida,1066
Sarah,1065
Gunvor,1058
Milka,1053
Valentina,1053
Virva,1053
Mariella,1052
Svetlana,1052
Paulina,1051
Peppiina,1038
Serafiina,1038
Tinja,1037
Michaela,1029
Vellamo,1021
Adeliina,1020
Riia,1018
Neela,1014
Sabina,1014
Nanna,1013
Felicia,1012
Maija-Leena,1011
Auroora,1010
Natalie,1008
Fiona,997
Gunnel,995
Mimmi,994
Sanna-Mari,994
Aurelia,984
Kira,984
Aamu,981
Ebba,976
Elna,974
Ansa,971
Annamari,968
Teresia,968
Vilhelmina,966
Tessa,964
Ruth,962
Vanamo,960
Suoma,956
Alva,947
Milena,940
Margareetta,936
Signe,935
Marlene,931
Ellinoora,929
Gun,929
Lilia,924
Nadja,921
Maarika,917
Isa,915
Ruut,915
Luna,910
Åsa,909
Miriam,899
Ines,898
Mohamed,898
Sophie,895
Silvia,890
Annu,888
Hanna-Kaisa,888
Kerttuli,888
Tatiana,886
Maj-Lis,884
Sofi,884
Juliaana,883
Ilmi,881
Nelly,878
Janni,877
Verna,877
Beata,871
Katrina,871
Nicole,869
Jennifer,865
Lemmikki,864
Margareeta,860
Juliana,851
Jatta,850
Stiina,846
Jessika,844
Pipsa,842
Lila,841
Julianna,840
Doris,837
Alissa,836
Claudia,830
Sophia,829
Annastiina,828
Impi,826
Unna,823
Lisbeth,822
Veronika,822
Micaela,814
Rea,808
Minka,806
Agnes,805
Ina,799
Nita,796
Annikka,794
Aina,791
Emily,787
Meea,787
Nuppu,782
Bettina,781
Angelica,780
Kielo,780
Emelie,779
Synnöve,779
Tatjana,777
Michelle,776
Mary,771
Soilikki,766
Minerva,763
Melinda,759
Minni,759
Britta,753
Livia,752
Maya,752
Dagmar,751
Kastehelmi,748
Mirkka,734
Ida-Maria,731
Josefin,731
Viena,728
Kukka-Maaria,727
Kukka,721
Nathalie,721
Malla,719
Merita,717
Ilse,710
Lucia,710
Gabriella,709
Maj,708
Jeanette,706
Christel,705
Jasmina,703
Ekaterina,700
Saini,699
Kaino,698
Alicia,697
Catharina,693
Andrea,690
Christa,688
Josefine,688
Hanna-Maria,687
Serafia,681
Rosita,670
Siri,670
Tamara,669
Tove,669
Elea,665
Marju,661
Ann-Marie,659
Eedit,655
Eeva-Maria,651
Eivor,651
Edla,646
Emilie,643
Pirjo-Riitta,643
Anne-Maj,641
Mai,639
Emmiina,638
Jane,638
Viveka,638
Mariel,637
Rebecka,635
Therese,634
Adelina,632
Rosanna,632
Isabelle,630
Sigrid,628
Bea,624
Ireene,623
Antonia,621
Linn,620
Marian,619
Terese,619
Sarianna,614
Tara,614
Larissa,613
Selja,612
Ria,609
Ramona,606
Hellä,605
Rose,603
Jenniina,599
Eve,598
Eriika,597
Ritva-Liisa,597
Anna-Sofia,596
Lily,595
Jelena,594
Cristina,593
Elmiina,592
Anne-Maarit,591
Catarina,591
Jannika,591
Briitta,587
Iida-Maria,576
Angelina,575
Siina,575
Ahmed,570
Sinna,563
Marit,560
Mariana,559
Susann,557
Magdaleena,556
Ottilia,556
Lenita,555
Milana,554
Fiia,552
Henna-Riikka,550
Eija-Liisa,547
Inga-Lill,547
Pirjo-Liisa,545
Galina,543
Sirja,538
Svea,536
Augusta,535
Annemari,531
Märta,531
Lara,524
Leona,522
Kristine,520
Karina,518
My,518
Angela,516
Adelia,515
Tua,514
Ilta,513
Silva,513
Noomi,510
Hulda,508
Lili,508
Viveca,507
Eeva-Maija,499
Soila,499
Pernilla,497
Ann-Christine,495
Ulpu,495
Alise,494
Ulriikka,494
Serafina,492
Sanna-Kaisa,489
Sani,488
Kreetta,486
Marikki,484
Liinu,483
Ruusu,483
Lisbet,482
Yasmin,481
Else-Maj,479
Sanna-Maria,478
Mari-Anne,476
Meiju,476
Hanneli,475
Margaret,472
Pamela,466
Maili,465
Sade,465
Marissa,462
Roosa-Maria,457
Teea,457
May,456
Ingegärd,453
Mariaana,453
Lidia,452
Ellinor,449
Bella,447
Hannamari,447
Ali,445
Aallotar,444
Amina,443
Aleksiina,440
Annica,437
Clara,436
Assi,434
Cassandra,433
Petriina,433
Gunhild,432
Margita,432
Karla,428
Nana,426
Ann-Christin,424
Hedvig,423
Angelika,422
Gun-Britt,422
Maja,422
Tuulevi,419
Riika,415
Anna-Lisa,413
Carmen,413
Mandi,412
Marjanne,410
Hannah,408
Leeni,406
Britt-Marie,402
Catherine,402
Kustaava,402
Moa,402
Mariam,400
Kreeta,399
Kamilla,398
Margarita,398
Lemmitty,397
Marica,397
Meri-Tuuli,397
Samira,397
Vivi,396
Gretel,395
Alexsandra,393
Adessa,392
Lumina,392
Henriika,391
Kirsi-Maria,391
Klaudia,391
Lumikki,391
Hanna-Maija,390
Abdi,388
Mariann,388
Fatima,387
Hellen,387
Britt,385
Katharina,385
Katrin,384
Theresa,384
Ann-Sofi,383
Maj-Len,383
Nenna,383
Mirja-Liisa,382
Bianca,381
Tiia-Maria,381
Louna,379
Gabriela,378
Erna,376
Kristin,376
Annie,375
Estelle,375
Iitu,375
Sarianne,375
Jarna,374
Ainikki,373
Mariela,373
Evelyn,372
Miira,372
Göta,370
Hillervo,370
Lauriina,370
Leena-Maija,370
Jennika,369
Valeria,369
Hilppa,367
Mielikki,366
Raija-Liisa,366
Vaula,364
Ulriika,363
Filippa,361
Minna-Liisa,361
Jadessa,360
Merituuli,360
Raita,359
Odessa,358
Valborg,356
Rut,355
Aisha,354
Ninja,352
Adéle,350
Esther,348
Josephine,348
Sabrina,348
Sonia,348
Usva,348
Carla,347
Ilma,347
Barbara,346
Lilly,345
Evita,344
Ragnhild,343
Armiida,342
Naomi,342
Ruusa,342
Gerd,341
Melisa,341
Anri,340
Hassan,339
Desiree,338
Ethel,338
Aniitta,336
Gertrud,334
Rosa-Maria,334
Annabella,333
Kajsa,333
Susa,333
Ann-Sofie,332
Thea,330
Eriikka,329
Suvi-Tuuli,329
Jenina,326
Sanja,326
Eeva-Leena,322
Lia,322
Eva-Maria,321
Henriette,321
Jessi,320
Margetta,318
Ann-Charlotte,317
Arja-Liisa,316
Evi,316
Sofianna,316
Hjördis,314
Anna-Lena,313
Eeva-Kaisa,313
Klara,313
Marisa,312
Eeva-Riitta,311
Illusia,311
Laimi,311
Rianna,311
Annaliisa,307
Denise,307
Natasha,307
Anna-Kaarina,306
Elmi,306
Hildegard,305
Grace,304
Aino-Maria,303
Amira,303
Nadia,303
Maija-Riitta,302
Miila,302
Adina,301
Evelin,301
Maikki,301
Auri,300
Gunborg,300
Salla-Mari,299
Alexia,298
Disa,298
Freja,297
Maini,296
Marke,296
Janniina,295
Klaara,294
Adalmina,293
Petronella,293
Pauline,292
Annamaria,291
Caroliina,290
Hanna-Liisa,290
Liia,290
Lyyti,289
Maia,289
Malviina,289
Ylva,289
Hanna-Riikka,288
Suvi-Tuulia,288
Jannica,287
Rose-Marie,287
Seidi,287
Karelia,286
Nette,286
Anna-Riikka,285
Anna-Riitta,285
Jennie,285
Lillemor,285
Marie-Louise,285
Auni,284
Eden,283
Jolanda,282
Kaija-Leena,282
Mariina,282
Selena,282
Theresia,282
Hanni,281
Arla,280
Janet,280
Abdullahi,279
Elli-Noora,279
Marietta,277
Etel,276
Salma,276
Celina,275
Arja-Leena,274
Zahra,274
Isabell,272
Sirke,272
Eeva-Kaarina,271
Judith,271
Minnea,271
Sissi,271
Tiiu,271
Alessia,270
Ann-Kristin,270
Karola,270
Pieta,270
Emelia,269
Hellikki,269
Marion,268
Ksenia,267
Ninna,266
Salome,266
Martha,265
Rosaliina,265
Simone,265
Alviina,263
Aino-Maija,261
Belinda,261
Lotte,261
Dina,260
Maryam,260
Stephanie,260
Annakaisa,259
Nancy,259
Tekla,258
Armida,257
Clarissa,256
Kim,255
Sirpa-Liisa,255
Meimi,254
Melanie,254
Telma,254
Desiré,253
Daria,250
Julie,250
Minna-Maria,250
Solja,249
Ulrica,249
Kaija-Liisa,248
Ingalill,245
Majlis,244
Myy,244
Sienna,244
Gunnevi,243
Gurli,243
Leonora,243
Sally,243
Tilde,243
Malena,242
Valdine,242
Annamaija,241
Pirjetta,240
Sannamari,240
Fia,239
Riitta-Leena,239
Ann-Britt,238
Emmy,238
Ingela,238
Leni,238
Pia-Maria,238
Ann-Louise,237
Ngoc,237
Bernice,236
Desirée,236
Helle,236
Margot,236
Sanna-Maija,236
Anitra,235
Bodil,235
Gudrun,235
Karen,235
Tinka,234
Viliina,234
Anastacia,232
Estella,232
Evelia,232
Ilmatar,231
Merja-Liisa,231
Larisa,230
Ulla-Riitta,230
Severiina,229
Adriana,228
Eleanor,228
Juliet,228
Noona,228
Christin,227
Nicola,227
Vivan,227
Adolfiina,225
Kristel,225
Meri-Tuulia,225
Pilvikki,225
Heidi-Maria,224
Reea,222
Anne-Maija,221
Antonina,221
Molly,221
Rachel,221
Betty,219
Alessandra,217
Carin,217
Gerda,217
Tia-Maria,217
Esmeralda,216
Manta,215
Marta,215
Dagny,214
Venny,214
Eliisabet,213
Iia,213
Thuy,212
Ani,211
Judit,211
Piitu,211
Sallamari,211
Vadelma,211
Amy,210
Katerina,210
Maria-Liisa,210
Nadezda,210
Satu-Maarit,210
Tarleena,210
Lyydi,209
Mercedes,209
Jana,208
Sanna-Leena,208
Cindy,207
Milma,207
Seliina,207
Anni-Maria,206
Eija-Riitta,206
Ella-Maria,206
Minna-Mari,206
Suvituuli,204
Tindra,204
Yasmine,204
Katinka,202
Santra,202
Sina,202
Crista,200
Ulla-Britt,200
Alla,199
Annabel,199
Kiti,199
Marjaleena,199
Daniella,198
Nanni,198
Rosalia,198
Saskia,198
Ariel,197
Annaleena,196
Jasmi,196
Juliette,196
Bettiina,195
Li,195
Hille,194
Ihanelma,194
Inga-Britt,194
Anne-Marja,193
Marija,193
Mimi,193
Viia,193
Thanh,192
Liudmila,190
Tanya,190
Liv,189
Milaja,189
Nicolina,189
Riitta-Maija,189
Ida-Sofia,188
Ana,187
Mei,187
Sabine,187
Suvi-Päivikki,187
Serena,186
Katri-Helena,185
Thelma,185
Liana,184
Tatjaana,184
Thu,184
Alexa,183
Hilpi,183
Merike,183
Mina,183
Märtha,182
Iira,181
Kaisa-Leena,181
Saida,181
Tiitu,181
Jekaterina,179
Polina,179
Lisen,176
Ljudmila,176
Markit,176
Sarlotta,176
Ann-Maj,175
Elida,175
Elizaveta,175
Sesilia,175
Elsie,174
Ia,174
Tania,174
Cia,173
Desire,173
Dolores,173
Estrid,173
Jenita,173
Nia,173
Eelin,172
Elissa,172
Matintytär,172
Tiina-Liisa,172
Beda,171
Eedla,171
Tyyni,171
Katherine,170
Maria-Leena,170
Omar,170
Rina,170
Seelia,170
Tarja-Leena,170
Tuisku,170
Hussein,169
Raija-Leena,169
Ranja,169
Britt-Mari,168
Hannaleena,168
Joy,168
Nellie,167
Jennica,166
Mariette,166
Eevastiina,165
Sanna-Liisa,165
Sara-Sofia,165
Eufemia,164
Maari,164
Pepita,164
Wenla,164
Yulia,164
Ariana,163
Cornelia,163
Henna-Maria,163
Lisette,163
Marinka,163
Neelia,163
Pirjo-Leena,162
Vilina,161
Eva-Liisa,160
Mia-Maria,160
Anna-Stina,159
Antintytär,159
Ellida,159
Inge,159
Kaneli,159
Kaisa-Maria,158
Samantha,158
Anh,157
Halla,157
Kastanja,157
Mahamed,157
Pulmu,157
Helén,156
Irinja,156
Miia-Maria,156
Pälvi,156
Mohamud,155
Ragni,155
Rosalie,155
Francesca,154
Kata,154
Malva,154
Marilla,154
Anna-Elina,153
Celine,153
Fadumo,153
Ibrahim,153
Lola,153
Marikka,153
Mirette,153
Niia,153
Sivi,153
Tarja-Liisa,153
Abigail,152
Aino-Kaisa,152
Dorothea,152
Freya,152
Gisela,152
Phuong,152
Dorrit,151
Laura-Maria,151
Milla-Maria,151
Nova,151
Salla-Maria,151
Amélie,150
Dana,150
Jannina,150
Merika,150
Miitta,150
Adela,149
Ann-Lis,149
Janessa,149
Liliana,149
Marjaliisa,149
Tiia-Mari,149
Albertiina,148
Anna-Reetta,148
Hilkka-Liisa,148
Janiina,148
Jenni-Maria,148
Katrine,148
Virginia,148
Christiina,147
Elice,147
Enne,147
Linne,147
Vivia,147
Eleanora,146
Nilla,146
Nina-Maria,146
Aletta,145
Jennina,145
Renja,145
Tiina-Maija,145
Cesilia,144
Cilla,144
Hildur,144
Marttiina,144
Milda,144
Ofelia,144
Onneli,144
Saara-Maria,144
Abdirahman,143
Anna-Kristiina,143
Hanne-Mari,143
Inez,143
Leena-Kaisa,143
Moonika,143
Daisy,142
Fiina,142
Isadora,142
Therése,142
Ilana,141
Lauha,141
Liisa-Maria,141
Antoinette,140
Friida,140
Inge-Maj,140
Iréne,140
Mari-Ann,140
Nikita,140
Ulla-Maria,140
Lillian,139
Luisa,139
Marja-Sisko,139
Mohammed,139
Runa,139
Safia,139
Xenia,139
Aniita,138
Darja,138
Marielle,138
Ruska,138
Selene,138
Peppina,137
Suzanne,137
Alida,136
Enja,136
Gun-Maj,136
Oksana,136
Anna-Emilia,135
Anna-Marja,135
Annelie,135
Emeliina,135
Louisa,135
Madelene,135
Tuike,135
Anceliga,134
Dora,134
Mari-Anna,134
Marjetta,134
Menni,134
Timontytär,134
Alinda,133
Iida-Sofia,133
Iman,133
Maj-Gret,133
Mikontytär,133
Riikka-Liisa,133
Ulla-Maj,133
Juhantytär,132
Lee,132
Nadine,132
Suometar,132
Danielle,131
Eeva-Marja,131
Ellie,131
Irena,131
Kiara,131
Leia,131
Nur,131
Senna,131
Tilma,131
Alena,130
Alvina,130
Annariina,130
Nelma,130
Safira,129
Seija-Liisa,129
Zainab,129
Alyssa,128
Anisa,128
Eimi,128
Ewa,128
Greetta,128
Kate,128
Leah,128
Maarita,128
Manuela,128
Marlena,128
Maud,128
Nonna,128
Rafaela,128
Anja-Riitta,127
Celia,127
Evgenia,127
Jemiina,127
Linea,127
Majvor,127
Natalja,127
Satu-Maria,127
Suvi-Maria,127
Linda-Maria,126
Nanette,126
Nona,126
Oxana,126
Pirre,126
Ritva-Leena,126
Sylva,126
Tiina-Maria,126
Abdulkadir,125
Eliana,125
